Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
32,17,15.1,San Jose,5386,Two Year,United States,6900-RBKER,Stayed,0,1,Male,1,3,"37.186141, -121.843554",37.186141,-121.843554,0,89.45,1,0,0,Offer B,0,0,1,0,Credit Card,1,37090,0,Q3,0,3,0,California,1,1,0,52,4577.75,0,785.2,18.89,5344.06,0,1,95120,0
65,26,33.25,San Jose,4687,Month-to-Month,United States,8111-SLLHI,Churned,0,1,Male,1,3,"37.316146, -121.936285",37.316146,-121.936285,1,105.65,1,0,1,,1,0,1,1,Bank Withdrawal,1,32804,0,Q3,1,3,1,California,1,1,1,39,4284.8,0,1296.75,0,5581.55,0,1,95128,1
34,0,45.83,Foresthill,4195,Month-to-Month,United States,8735-NBLWT,Stayed,1,0,Male,0,,"39.031876, -120.811141",39.031876,-120.811141,0,20.4,0,2,0,Offer E,0,0,0,0,Credit Card,1,5714,0,Q3,0,4,0,California,0,0,0,9,184.1,0,412.47,0,596.57,0,0,95631,0
55,0,13.83,Oakland,2049,Month-to-Month,United States,7094-MSZAO,Stayed,1,0,Male,0,,"37.808731, -122.238708",37.808731,-122.238708,1,20.05,0,3,7,,0,0,1,1,Credit Card,1,29964,0,Q3,1,4,0,California,0,0,0,10,218.5,0,138.3,0,356.8,0,0,94610,0
31,24,11.73,San Diego,3037,Month-to-Month,United States,2082-CEFLT,Churned,0,0,Male,1,2,"32.787836, -117.232376",32.787836,-117.232376,0,45.6,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,46086,0,Q3,0,1,0,California,0,0,0,1,45.6,0,11.73,0,57.33,0,1,92109,1
24,0,18.31,La Grange,2574,Two Year,United States,5542-NKVRU,Stayed,0,0,Female,0,,"37.666587, -120.411517",37.666587,-120.411517,0,20.75,0,0,0,Offer B,0,0,1,0,Bank Withdrawal,1,1749,0,Q3,0,3,0,California,0,0,0,42,844.45,0,769.02,0,1613.47,1,0,95329,0
32,3,25.48,Seaside,4332,Two Year,United States,1937-OTUKY,Stayed,0,1,Female,1,3,"36.625114, -121.823565",36.625114,-121.823565,1,98.2,1,0,1,,0,1,1,1,Bank Withdrawal,1,38244,1,Q3,1,3,0,California,0,0,1,72,7015.9,0,1834.56,0,8850.46,0,1,93955,0
32,8,0,Avery,2675,Month-to-Month,United States,4819-HJPIW,Stayed,0,0,Male,1,2,"38.208336, -120.339938",38.208336,-120.339938,0,25.15,0,0,0,,0,0,0,0,Credit Card,0,115,0,Q3,0,3,0,California,0,0,0,18,476.8,0,0,0,476.8,0,1,95224,0
52,0,43.52,Echo Lake,4125,Two Year,United States,3777-XROBG,Stayed,1,0,Female,0,,"38.851842, -120.076204",38.851842,-120.076204,1,19.55,0,2,4,,0,0,0,1,Credit Card,1,69,0,Q3,1,4,0,California,0,0,0,58,1079.65,0,2524.16,0,3603.81,0,0,95721,0
44,0,27.08,Arnold,5916,Month-to-Month,United States,6286-SUUWT,Joined,0,0,Male,0,,"38.32153, -120.236358",38.32153,-120.236358,0,19.95,0,0,0,Offer E,0,0,0,0,Credit Card,1,5159,0,Q3,0,4,0,California,0,0,0,1,19.95,0,27.08,0,47.03,0,0,95223,0
30,27,3.69,Milpitas,4422,One Year,United States,5832-TRLPB,Stayed,0,1,Male,1,1,"37.441931, -121.878502",37.441931,-121.878502,0,75.35,0,0,0,,0,0,1,0,Bank Withdrawal,1,62848,1,Q3,0,3,0,California,1,1,1,29,2243.9,0,107.01,2.24,2348.67,0,1,95035,0
58,5,21.14,Meadow Vista,3139,Month-to-Month,United States,3853-LYGAM,Stayed,0,1,Male,1,3,"39.003358, -121.022539",39.003358,-121.022539,0,95.65,1,0,0,,0,0,1,0,Bank Withdrawal,1,3747,1,Q3,0,4,0,California,1,1,0,17,1640,0,359.38,0,1999.38,0,1,95722,0
70,10,29.3,Glendale,4222,Month-to-Month,United States,8016-NCFVO,Stayed,0,1,Male,1,3,"34.153338, -118.262974",34.153338,-118.262974,0,116.5,1,0,0,,1,1,1,0,Bank Withdrawal,1,14493,1,Q3,0,4,1,California,1,0,1,55,6382.55,0,1611.5,0,7994.05,0,1,91203,0
68,12,9.09,San Diego,4074,Month-to-Month,United States,6005-OBZPH,Churned,0,0,Female,1,3,"32.886925, -117.152162",32.886925,-117.152162,0,89.15,1,0,0,Offer C,1,0,1,0,Bank Withdrawal,1,74232,0,Q3,0,1,1,California,0,0,1,26,2277.65,0,236.34,0,2513.99,0,1,92126,1
23,69,44.92,Fresno,5762,Two Year,United States,7408-OFWXJ,Stayed,0,1,Female,1,2,"36.757345, -119.818274",36.757345,-119.818274,1,89.8,1,0,3,,1,1,0,1,Credit Card,1,16346,1,Q3,1,3,0,California,1,1,1,72,6510.45,0,3234.24,0,9744.69,1,1,93728,0
27,59,30.6,Essex,4727,One Year,United States,8910-ICHIU,Stayed,0,1,Female,1,3,"34.9436, -115.287901",34.9436,-115.287901,0,95.65,0,0,0,Offer B,1,1,1,0,Credit Card,1,115,0,Q3,0,3,0,California,0,0,1,46,4664.2,0,1407.6,0,6071.8,1,1,92332,0
78,14,1.28,Modesto,3172,Month-to-Month,United States,2012-NWRPA,Churned,0,1,Female,1,3,"37.672906, -120.946594",37.672906,-120.946594,1,99.55,1,0,1,Offer D,0,0,1,1,Bank Withdrawal,1,47613,0,Q3,1,3,1,California,1,0,1,11,1131.2,0,14.08,0,1145.28,0,1,95355,1
59,0,33,La Honda,4742,Two Year,United States,3612-YVGSJ,Stayed,0,0,Female,0,,"37.285677, -122.224165",37.285677,-122.224165,1,24.45,1,0,10,,0,0,1,1,Credit Card,1,1622,0,Q3,1,5,0,California,0,0,0,71,1681.6,0,2343,0,4024.6,0,0,94020,0
73,30,1.34,Placentia,4988,Two Year,United States,7322-OCWHC,Stayed,0,1,Male,1,3,"33.881158, -117.854783",33.881158,-117.854783,1,93.05,1,0,10,Offer A,1,1,1,1,Bank Withdrawal,1,48170,1,Q3,1,3,1,California,0,0,0,72,6735.05,0,96.48,0,6831.53,0,1,92870,0
19,58,23.27,Columbia,5453,Two Year,United States,7975-JMZNT,Stayed,0,1,Male,1,2,"38.085839, -120.37855",38.085839,-120.37855,1,91.7,1,0,1,Offer A,1,1,0,1,Bank Withdrawal,1,2144,1,Q3,1,3,0,California,1,1,1,66,6075.9,0,1535.82,0,7611.72,1,1,95310,0
55,2,42.16,Salinas,4676,Month-to-Month,United States,8433-WXGNA,Churned,0,0,Male,1,1,"36.722898, -121.633648",36.722898,-121.633648,0,75.7,0,0,0,,0,1,1,0,Bank Withdrawal,1,53946,0,Q3,0,1,0,California,0,0,0,2,189.2,0,84.32,0,273.52,0,1,93906,1
33,3,21.03,San Jacinto,3684,Month-to-Month,United States,6402-EJMWF,Stayed,0,0,Male,1,2,"33.796568, -116.924723",33.796568,-116.924723,0,55.3,0,0,0,,0,0,1,0,Credit Card,1,21349,0,Q3,0,4,0,California,1,1,0,4,238.5,0,84.12,0,322.62,0,1,92583,0
53,24,22.86,Anaheim,2075,Month-to-Month,United States,4614-NUVZD,Churned,0,0,Female,1,3,"33.848733, -117.788357",33.848733,-117.788357,0,81.1,0,0,0,,0,0,1,0,Bank Withdrawal,1,36301,0,Q3,0,3,0,California,1,1,0,1,81.1,0,22.86,0,103.96,0,1,92807,1
56,0,15.21,Sunland,5478,Two Year,United States,5893-KCLGT,Stayed,1,0,Female,0,,"34.282704, -118.312929",34.282704,-118.312929,0,19.75,0,2,0,,0,0,1,0,Credit Card,1,18752,0,Q3,0,4,0,California,0,0,0,72,1567,0,1095.12,25.98,2636.14,0,0,91040,0
47,21,0,San Leandro,3518,Month-to-Month,United States,2862-PFNIK,Joined,1,0,Male,1,1,"37.704384, -122.126703",37.704384,-122.126703,0,24.7,0,3,0,,0,0,1,0,Bank Withdrawal,0,36568,0,Q3,0,4,0,California,0,0,0,1,24.7,0,0,0,24.7,0,0,94578,0
80,18,13.84,Pomona,4423,One Year,United States,8327-LZKAS,Churned,0,1,Female,1,1,"34.083086, -117.737997",34.083086,-117.737997,1,107.55,1,0,1,,0,0,1,1,Bank Withdrawal,1,46626,1,Q3,1,2,1,California,1,0,1,43,4533.9,140,595.12,0,5269.02,0,0,91767,1
34,25,41.14,Dobbins,5411,One Year,United States,3685-YLCMQ,Churned,0,1,Male,1,3,"39.381174, -121.21191",39.381174,-121.21191,0,104.65,1,0,0,Offer B,0,0,1,0,Bank Withdrawal,1,614,1,Q3,0,2,0,California,1,1,1,58,6219.6,40,2386.12,0,8645.72,0,0,95935,1
29,41,49.74,Fremont,6035,Two Year,United States,6625-IUTTT,Stayed,0,1,Male,1,1,"37.572273, -121.964583",37.572273,-121.964583,0,65.55,0,0,0,Offer A,0,1,0,0,Bank Withdrawal,1,66543,0,Q3,0,4,0,California,1,1,0,67,4361.55,40,3332.58,0,7734.13,1,0,94536,0
34,13,20.27,Potter Valley,4093,One Year,United States,4759-PXTAN,Stayed,0,0,Female,1,2,"39.408634, -123.045516",39.408634,-123.045516,1,80.1,1,0,7,,1,0,1,1,Bank Withdrawal,1,1884,1,Q3,1,5,0,California,1,1,1,59,4693.2,0,1195.93,0,5889.13,0,1,95469,0
57,11,17.19,Carlotta,5763,Month-to-Month,United States,4338-EYCER,Stayed,0,0,Male,1,2,"40.497283, -123.93037",40.497283,-123.93037,1,54.6,0,0,4,,0,0,0,1,Bank Withdrawal,1,1072,0,Q3,1,3,0,California,0,0,1,21,1125.2,0,360.99,0,1486.19,0,1,95528,0
62,17,43.51,Pine Grove,3716,Month-to-Month,United States,0876-WDUUZ,Churned,0,0,Female,1,3,"38.400264, -120.641274",38.400264,-120.641274,0,85.4,0,0,0,Offer E,0,0,1,0,Credit Card,1,4354,1,Q3,0,2,0,California,1,1,0,5,425.9,0,217.55,0,643.45,0,1,95665,1
21,0,38.6,Santa Cruz,3402,Month-to-Month,United States,4712-UYOOI,Stayed,1,0,Female,0,,"36.993451, -122.098858",36.993451,-122.098858,1,20,0,3,4,,0,0,0,1,Bank Withdrawal,1,43192,0,Q3,1,3,0,California,0,0,0,20,417.65,0,772,9.73,1179.92,1,0,95060,0
80,10,41.57,Dunnigan,5041,Two Year,United States,4948-WBBKL,Stayed,0,0,Female,1,3,"38.931425, -121.946081",38.931425,-121.946081,0,74.9,1,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,19,0,Q3,0,3,1,California,0,0,0,36,2659.45,0,1496.52,0,4155.97,0,1,95937,0
33,0,4.15,Concord,4993,Two Year,United States,3261-CQXOL,Stayed,1,0,Female,0,,"37.971421, -121.971504",37.971421,-121.971504,1,25.45,1,2,0,Offer A,0,0,0,1,Bank Withdrawal,1,39888,0,Q3,0,3,0,California,0,0,0,71,1813.35,0,294.65,0,2108,0,0,94521,0
28,0,26.49,Vallejo,3408,Two Year,United States,8917-FAEMR,Stayed,0,0,Female,0,,"38.104705, -122.247387",38.104705,-122.247387,0,19.85,0,0,0,,0,0,0,0,Credit Card,1,37218,0,Q3,0,3,0,California,0,0,0,37,784.25,0,980.13,0,1764.38,1,0,94590,0
75,22,16.05,Midway City,3669,Month-to-Month,United States,5931-FLJJF,Churned,0,0,Male,1,3,"33.744439, -117.98588",33.744439,-117.98588,1,70.1,0,0,1,,0,0,1,1,Credit Card,1,8660,0,Q3,1,2,1,California,0,0,0,7,467.55,0,112.35,20.23,559.67,0,1,92655,1
50,0,1.2,Shingletown,3058,One Year,United States,9801-NOSHQ,Stayed,1,0,Male,0,,"40.497441, -121.827524",40.497441,-121.827524,0,19.8,0,3,0,Offer D,0,0,0,0,Credit Card,1,4231,0,Q3,0,3,0,California,0,0,0,23,465.45,0,27.6,0,493.05,0,0,96088,0
57,6,14.38,Lodi,5671,Month-to-Month,United States,0135-NMXAP,Churned,0,0,Female,1,3,"38.123544, -121.159078",38.123544,-121.159078,0,89.75,1,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,45755,0,Q3,0,3,0,California,0,0,1,12,1052.4,0,172.56,0,1224.96,0,1,95240,1
40,27,3.78,Junction City,6365,One Year,United States,3567-PQTSO,Stayed,1,1,Male,1,3,"40.913192, -123.06597",40.913192,-123.06597,1,105.25,1,1,7,Offer B,1,0,1,1,Bank Withdrawal,1,734,0,Q3,1,3,0,California,1,1,1,53,5576.3,0,200.34,0,5776.64,0,1,96048,0
56,53,8.18,La Mesa,6136,Month-to-Month,United States,0701-RFGFI,Stayed,1,0,Female,1,3,"32.759327, -116.99726",32.759327,-116.99726,1,95.4,1,6,6,Offer B,0,0,1,1,Bank Withdrawal,1,44652,0,Q3,1,5,0,California,1,1,1,49,4613.95,0,400.82,0,5014.77,0,1,91941,0
26,52,23.06,Vallejo,5460,Month-to-Month,United States,2725-KXXWT,Churned,0,0,Male,1,3,"38.161321, -122.271588",38.161321,-122.271588,1,90.75,0,0,0,Offer E,0,0,1,1,Bank Withdrawal,1,42209,0,Q3,0,3,0,California,1,1,1,1,90.75,0,23.06,0,113.81,1,1,94589,1
25,48,4,San Diego,5292,Month-to-Month,United States,2082-OJVTK,Churned,0,1,Male,1,3,"32.787836, -117.232372",32.787836,-117.232376,1,89.2,1,0,1,,0,0,1,1,Bank Withdrawal,1,46086,0,Q3,1,1,0,California,1,1,0,29,2698.35,0,116,0,2814.35,1,1,92109,1
75,27,13.63,Nice,3077,Month-to-Month,United States,9134-CEQMF,Churned,0,0,Male,1,3,"39.12334, -122.838198",39.12334,-122.838198,1,89.5,0,0,1,Offer E,0,0,1,1,Bank Withdrawal,1,2223,0,Q3,1,2,1,California,1,0,1,7,676.7,0,95.41,0,772.11,0,1,95464,1
78,9,25.51,Mineral,4915,Two Year,United States,8875-AKBYH,Stayed,0,0,Male,1,3,"40.408796, -121.579609",40.408796,-121.579609,0,84.35,1,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,124,0,Q3,0,4,1,California,0,0,1,20,1745.2,10,510.2,0,2265.4,0,0,96063,0
60,22,33.97,Montgomery Creek,5796,Month-to-Month,United States,9828-QHFBK,Stayed,0,0,Male,1,2,"40.877552, -121.885884",40.877552,-121.885884,0,51.15,0,0,0,,0,1,1,0,Bank Withdrawal,1,431,0,Q3,0,3,0,California,0,0,0,24,1275.7,0,815.28,0,2090.98,0,1,96065,0
49,0,27.93,Arcadia,4185,Two Year,United States,9430-NKQLY,Stayed,1,0,Male,0,,"34.137319, -118.029837",34.137319,-118.029837,1,25.1,1,2,7,Offer A,0,0,1,1,Credit Card,1,30028,0,Q3,1,3,0,California,0,0,0,72,1790.8,0,2010.96,46.81,3754.95,0,0,91006,0
58,28,32.27,Round Mountain,3937,One Year,United States,1536-YHDOE,Stayed,1,0,Male,1,1,"40.923558, -122.059933",40.923558,-122.059933,1,62.1,1,3,10,,0,1,1,1,Credit Card,1,459,1,Q3,1,3,0,California,0,0,0,17,1096.65,0,548.59,0,1645.24,0,1,96084,0
28,27,9.76,San Diego,4559,Month-to-Month,United States,8835-VSDSE,Churned,0,0,Female,1,1,"32.961064, -117.134917",32.961064,-117.134917,1,70.7,0,0,1,Offer E,0,0,1,1,Bank Withdrawal,1,47224,0,Q3,1,2,0,California,0,0,0,2,141.45,0,19.52,0,160.97,1,1,92129,1
39,3,37.5,Calpine,4633,Month-to-Month,United States,1478-VPOAD,Joined,0,0,Female,1,2,"39.672813, -120.456699",39.672813,-120.456699,0,43.8,0,0,0,Offer E,0,0,0,0,Bank Withdrawal,1,322,0,Q3,0,5,0,California,0,0,0,1,43.8,0,37.5,0,81.3,0,1,96124,0
75,11,42.19,Davenport,4368,Two Year,United States,7693-QPEFS,Stayed,0,0,Male,1,3,"37.114335, -122.237162",37.114335,-122.237162,0,72.95,1,0,0,Offer B,0,0,1,0,Bank Withdrawal,1,857,0,Q3,0,3,1,California,0,0,0,52,3829.75,0,2193.88,0,6023.63,0,1,95017,0
39,12,0,Pescadero,5768,Month-to-Month,United States,9227-LUNBG,Churned,0,0,Female,1,2,"37.22565, -122.297533",37.22565,-122.297533,0,24.6,0,0,0,,0,0,0,0,Bank Withdrawal,0,2055,0,Q3,0,2,0,California,0,0,0,1,24.6,0,0,0,24.6,0,1,94060,1
52,0,26.85,Heber,5355,One Year,United States,9442-JTWDL,Stayed,0,0,Female,0,,"32.730583, -115.501083",32.730583,-115.501083,0,20.05,0,0,0,,0,0,0,0,Credit Card,1,3535,0,Q3,0,4,0,California,0,0,0,11,237.7,0,295.35,0,533.05,0,0,92249,0
29,52,7.6,San Jose,4852,Month-to-Month,United States,6217-TOWGS,Stayed,0,0,Female,1,2,"37.333851, -121.891147",37.333851,-121.891147,1,75.4,1,0,5,Offer D,1,0,1,1,Bank Withdrawal,1,561,0,Q3,1,3,0,California,1,1,1,17,1322.55,0,129.2,0,1451.75,1,1,95113,0
21,51,49.29,Pope Valley,4630,One Year,United States,6769-DCQLI,Churned,0,1,Male,1,3,"38.672708, -122.403219",38.672708,-122.403219,0,105,0,0,0,,1,0,1,0,Bank Withdrawal,1,494,1,Q3,0,2,0,California,1,1,1,52,5426.85,0,2563.08,0,7989.93,1,1,94567,1
59,15,42.08,Somerset,5461,One Year,United States,9356-AXGMP,Stayed,0,1,Male,1,3,"38.606703, -120.586659",38.606703,-120.586659,1,110.7,1,0,9,Offer C,0,1,1,1,Bank Withdrawal,1,2958,1,Q3,1,3,0,California,1,1,1,38,4428.6,0,1599.04,0,6027.64,0,1,95684,0
45,53,11.36,King City,4388,Two Year,United States,3396-DKDEL,Stayed,1,1,Female,1,3,"36.220761, -120.980777",36.220761,-120.980777,1,115.15,1,3,3,Offer A,1,1,1,1,Credit Card,1,14477,1,Q3,1,4,0,California,1,1,1,70,8250,0,795.2,0,9045.2,0,1,93930,0
53,24,11.81,Newman,2266,Month-to-Month,United States,2672-HUYVI,Churned,0,0,Female,1,3,"37.343846, -121.039391",37.343846,-121.039391,0,91.1,0,0,0,,0,0,1,0,Bank Withdrawal,1,8504,0,Q3,0,2,0,California,1,1,1,6,455.3,0,70.86,0,526.16,0,1,95360,1
23,0,13.35,California City,5970,Two Year,United States,4018-PPNDW,Stayed,0,0,Female,0,,"35.151491, -117.927597",35.151491,-117.927597,1,24.1,1,0,9,Offer B,0,0,1,1,Credit Card,1,8316,0,Q3,1,4,0,California,0,0,0,61,1551.6,0,814.35,0,2365.95,1,0,93505,0
31,13,0,San Diego,4193,Month-to-Month,United States,6158-HDPXZ,Joined,0,0,Male,1,2,"33.000269, -117.072093",33.000269,-117.072093,0,25.35,0,0,0,,0,0,0,0,Credit Card,0,42733,0,Q3,0,4,0,California,0,0,0,1,25.35,0,0,0,25.35,0,1,92128,0
21,59,45.21,Santa Ana,5083,Two Year,United States,1716-LSAMB,Stayed,1,0,Male,1,1,"33.748478, -117.858918",33.748478,-117.858918,1,54.65,0,1,1,,0,1,0,1,Bank Withdrawal,1,58157,1,Q3,1,3,0,California,0,0,0,45,2553.7,0,2034.45,0,4588.15,1,1,92701,0
20,76,6.5,Winterhaven,4922,Month-to-Month,United States,8734-DKSTZ,Stayed,1,0,Female,1,3,"32.852947, -114.850784",32.852947,-114.850784,1,85.95,1,2,0,Offer D,0,0,0,1,Bank Withdrawal,1,3663,0,Q3,0,3,0,California,1,1,0,10,858.6,0,65,0,923.6,1,1,92283,0
65,9,24.96,Vista,3021,Two Year,United States,7020-OZKXZ,Stayed,0,1,Female,1,3,"33.22784, -117.200024",33.22784,-117.200024,0,75.5,0,0,0,,0,0,0,0,Credit Card,1,44692,0,Q3,0,3,1,California,0,0,0,9,637.4,0,224.64,0,862.04,0,1,92084,0
74,6,13.8,San Rafael,4174,Month-to-Month,United States,7130-VTEWQ,Churned,0,0,Female,1,3,"38.018065, -122.546024",38.018065,-122.546024,0,75.75,1,0,0,,0,0,1,0,Bank Withdrawal,1,28403,0,Q3,0,3,1,California,0,0,0,8,606.25,0,110.4,0,716.65,0,1,94903,1
56,27,45.46,Crows Landing,6148,Month-to-Month,United States,6988-CJEYV,Stayed,0,0,Male,1,3,"37.435664, -121.049056",37.435664,-121.049056,0,98.7,1,0,0,Offer B,1,0,0,0,Bank Withdrawal,1,1508,0,Q3,0,3,0,California,1,1,1,49,4920.55,0,2227.54,0,7148.09,0,1,95313,0
39,0,18.99,Alameda,5574,Two Year,United States,0562-HKHML,Stayed,1,0,Male,0,,"37.724817, -122.224363",37.724817,-122.224363,1,23.9,1,1,9,Offer A,0,0,0,1,Credit Card,1,13996,0,Q3,1,4,0,California,0,0,0,71,1626.4,0,1348.29,0,2974.69,0,0,94502,0
51,28,21.69,Los Angeles,2941,Month-to-Month,United States,5380-WJKOV,Churned,1,1,Male,1,3,"34.137412, -118.207607",34.137412,-118.207607,0,106.35,1,1,0,Offer C,1,0,1,0,Bank Withdrawal,1,27866,0,Q3,0,2,0,California,1,1,1,34,3549.25,0,737.46,0,4286.71,0,1,90041,1
62,3,35.13,Crescent Mills,4807,One Year,United States,8782-NUUOL,Stayed,0,1,Male,1,2,"40.080342, -120.957805",40.080342,-120.957805,0,79,0,0,0,,0,1,0,0,Credit Card,1,178,1,Q3,0,3,0,California,1,1,1,60,4801.1,0,2107.8,0,6908.9,0,1,95934,0
70,5,22.02,Standish,5111,Two Year,United States,3703-KBKZP,Stayed,0,0,Male,1,3,"40.346634, -120.386422",40.346634,-120.386422,0,74.45,1,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,408,0,Q3,0,5,1,California,0,0,0,16,1261.35,0,352.32,0,1613.67,0,1,96128,0
65,16,42.3,San Diego,5001,Month-to-Month,United States,8580-AECUZ,Churned,0,0,Male,1,3,"32.957195, -117.202542",32.957195,-117.202542,0,79.1,0,0,0,,0,0,1,0,Bank Withdrawal,1,28201,0,Q3,0,3,1,California,0,0,1,1,79.1,0,42.3,0,121.4,0,1,92130,1
43,0,2.59,Long Beach,5975,Month-to-Month,United States,7956-XQWGU,Stayed,0,0,Male,0,,"33.760458, -118.129725",33.760458,-118.129725,0,19.4,0,0,0,,0,0,1,0,Credit Card,1,31352,0,Q3,0,4,0,California,0,0,0,27,460.25,0,69.93,29.59,500.59,0,0,90803,0
47,13,36.11,Richvale,4998,Month-to-Month,United States,1600-DILPE,Stayed,0,0,Female,1,2,"39.495768, -121.747472",39.495768,-121.747472,0,45,0,0,0,,0,0,1,0,Bank Withdrawal,1,74,0,Q3,0,3,0,California,0,0,0,12,524.35,0,433.32,0,957.67,0,1,95974,0
59,16,35.22,San Francisco,4129,Month-to-Month,United States,0407-BDJKB,Churned,0,1,Male,1,3,"37.758085, -122.434801",37.758085,-122.434801,1,95.75,1,0,1,,1,0,1,1,Bank Withdrawal,1,30587,0,Q3,1,2,0,California,0,0,1,60,5742.9,0,2113.2,0,7856.1,0,1,94114,1
63,26,19.99,Malibu,6205,Month-to-Month,United States,8498-XXGWA,Stayed,0,1,Female,1,2,"34.074572, -118.831181",34.074572,-118.831181,1,55.15,0,0,7,,0,1,1,1,Credit Card,1,19630,0,Q3,1,3,0,California,0,0,0,65,3673.15,0,1299.35,0,4972.5,0,1,90265,0
32,24,28.86,Riverside,3851,Month-to-Month,United States,4134-BSXLX,Stayed,0,0,Male,1,1,"33.976328, -117.319786",33.976328,-117.319786,1,60.9,0,0,7,Offer C,1,1,0,1,Mailed Check,1,48649,1,Q3,1,3,0,California,0,0,0,28,1785.65,0,808.08,0,2593.73,0,1,92507,0
54,0,23.73,Los Angeles,2186,Month-to-Month,United States,4020-KIUDI,Stayed,1,0,Male,0,,"33.952714, -118.292061",33.952714,-118.292061,1,19.85,0,2,8,Offer E,0,0,0,1,Credit Card,1,87383,0,Q3,1,5,0,California,0,0,0,6,138.85,0,142.38,0,281.23,0,0,90044,0
33,25,36.78,Newport Beach,5631,One Year,United States,0840-DCNZE,Stayed,0,1,Male,1,2,"33.601309, -117.902304",33.601309,-117.902304,0,86.95,0,0,0,Offer B,1,1,1,0,Bank Withdrawal,1,4242,1,Q3,0,4,0,California,1,1,1,47,4138.9,0,1728.66,0,5867.56,0,1,92661,0
53,22,2.86,Oakland,2989,Month-to-Month,United States,4695-VADHF,Churned,0,1,Male,1,2,"37.792489, -122.244314",37.792489,-122.244314,1,57.45,0,0,1,,0,0,0,1,Bank Withdrawal,1,41876,0,Q3,1,1,0,California,1,1,0,18,990.85,0,51.48,15.73,1026.6,0,1,94606,1
59,24,0,Poway,4577,Two Year,United States,9885-MFVSU,Stayed,0,0,Female,1,2,"32.984395, -117.013454",32.984395,-117.013454,1,46.35,0,0,7,Offer C,0,1,1,1,Credit Card,0,47969,1,Q3,1,4,0,California,0,0,1,35,1662.05,140,0,0,1802.05,0,0,92064,0
30,27,36.52,Sacramento,2264,Month-to-Month,United States,2952-QAYZF,Churned,0,1,Male,1,3,"38.486938, -121.395805",38.486938,-121.395805,0,85.3,1,0,0,,1,0,1,0,Bank Withdrawal,1,54880,0,Q3,0,1,0,California,0,0,0,5,424.15,0,182.6,0,606.75,0,1,95828,1
24,0,7.18,Glendora,4328,Two Year,United States,8232-UTFOZ,Stayed,0,0,Male,0,,"34.119363, -117.855059",34.119363,-117.855059,0,19.95,0,0,0,,0,0,0,0,Credit Card,1,25135,0,Q3,0,4,0,California,0,0,0,69,1399.35,0,495.42,0,1894.77,1,0,91740,0
54,25,33.66,Tollhouse,4768,Month-to-Month,United States,3005-TYFRD,Stayed,0,1,Female,1,3,"36.993666, -119.348267",36.993666,-119.348267,1,103.65,1,0,4,Offer B,1,0,1,1,Credit Card,1,2633,0,Q3,1,5,0,California,1,1,1,55,5676.65,0,1851.3,0,7527.95,0,1,93667,0
27,59,21.83,Old Station,3584,Month-to-Month,United States,1309-BXVOQ,Churned,0,1,Male,1,3,"40.656287, -121.428965",40.656287,-121.428965,1,106.1,1,0,1,Offer D,0,0,1,1,Bank Withdrawal,1,182,1,Q3,1,1,0,California,1,1,1,21,2249.95,0,458.43,0,2708.38,1,1,96071,1
55,0,11.15,Hayward,6403,Two Year,United States,2236-HILPA,Stayed,1,0,Male,0,,"37.639215, -122.037554",37.639215,-122.037554,1,20.65,0,2,9,Offer B,0,0,0,1,Credit Card,1,72993,0,Q3,1,5,0,California,0,0,0,62,1218.45,0,691.3,0,1909.75,0,0,94544,0
47,0,19.75,Glen Ellen,6492,Two Year,United States,2181-TIDSV,Stayed,1,0,Male,0,,"38.368744, -122.522642",38.368744,-122.522642,1,19.95,0,3,4,Offer A,0,0,1,1,Bank Withdrawal,1,4101,0,Q3,1,3,0,California,0,0,0,68,1303.25,0,1343,0,2646.25,0,0,95442,0
51,21,12.27,San Francisco,5447,Two Year,United States,7998-WNZEM,Stayed,0,1,Male,1,2,"37.746699, -122.442833",37.746699,-122.442833,0,80.6,1,0,0,,1,1,0,0,Bank Withdrawal,1,27906,1,Q3,0,4,0,California,1,1,0,71,5708.2,0,871.17,0,6579.37,0,1,94131,0
34,22,37.97,Crockett,3971,Month-to-Month,United States,3099-OONVS,Stayed,1,0,Male,1,2,"38.049292, -122.228415",38.049292,-122.228415,1,54.3,0,1,6,Offer C,0,1,0,1,Bank Withdrawal,1,3193,1,Q3,1,4,0,California,0,0,0,25,1296.8,0,949.25,0,2246.05,0,1,94525,0
