Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,CLTV,Contract,Internet Service,Internet Type,Monthly Charge,Multiple Lines,Phone Service,Population,Satisfaction Score,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Unlimited Data,Churn
46,15.0,3.18,6216,Two Year,1,Fiber Optic,110.1,0,1,798,3,1,1,1,63,6705.7,0.0,200.34,6906.04,1,0
49,28.0,32.02,2517,One Year,1,DSL,66.5,0,1,17721,3,1,1,0,41,2728.6,0.0,1312.82,4041.42,1,1
47,14.0,41.79,2908,Month-to-Month,1,DSL,49.75,0,1,35643,4,0,0,0,1,49.75,0.0,41.79,91.54,1,0
23,41.0,0.0,3443,Month-to-Month,1,Cable,50.55,0,0,33300,3,1,1,1,11,565.35,0.0,0.0,565.35,1,0
21,69.0,38.69,4359,Month-to-Month,1,Cable,90.6,1,1,13361,2,0,1,1,23,1943.2,0.0,889.87,2828.34,1,1
31,0.0,39.98,4954,Month-to-Month,0,Fiber Optic,20.25,0,1,695,3,0,0,0,7,144.35,0.0,279.86,424.21,0,0
53,0.0,1.3,5221,Month-to-Month,0,Fiber Optic,20.15,0,1,12741,3,0,0,0,4,68.45,0.0,5.2,73.65,0,0
57,20.0,17.65,5699,Month-to-Month,1,Fiber Optic,86.45,1,1,51213,2,1,1,0,10,830.85,0.0,176.5,1007.35,1,1
37,0.0,7.27,5113,Month-to-Month,0,Fiber Optic,20.3,0,1,33878,4,0,0,0,2,40.25,0.0,14.54,54.79,0,0
59,15.0,3.93,2202,Two Year,1,DSL,49.8,0,1,32881,4,0,0,0,39,1971.15,0.0,153.27,2124.42,1,0
39,17.0,26.7,4754,One Year,1,Cable,65.8,0,1,960,3,0,0,1,64,4068.0,20.0,1708.8,5769.01,0,0
21,48.0,47.74,3316,Month-to-Month,1,Fiber Optic,104.7,1,1,626,1,1,1,1,41,4346.4,0.0,1957.34,6303.74,1,1
42,20.0,18.74,4995,Month-to-Month,1,Cable,75.35,0,1,73,2,0,0,0,14,1025.95,0.0,262.36,1288.31,1,1
33,3.0,32.46,5587,Month-to-Month,1,Fiber Optic,87.1,1,1,51213,2,0,0,0,4,341.45,0.0,129.84,471.29,1,1
65,11.0,34.23,4143,Two Year,1,Fiber Optic,105.05,0,1,2958,4,1,1,1,67,7171.7,0.0,2293.41,9465.11,1,0
68,17.0,22.05,4118,One Year,1,Fiber Optic,99.1,0,1,96267,5,1,1,1,54,5437.1,0.0,1190.7,6627.8,1,0
39,23.0,35.03,5649,One Year,1,Fiber Optic,111.25,1,1,39062,3,1,1,1,67,7511.65,0.0,2347.01,9858.66,1,0
61,26.0,19.93,4228,Month-to-Month,1,Fiber Optic,77.8,0,1,23981,5,0,0,0,18,1358.6,0.0,358.74,1687.58,1,0
25,52.0,19.23,3807,Month-to-Month,1,Fiber Optic,89.75,0,1,36517,2,0,0,1,7,608.8,0.0,134.61,717.39,1,1
54,0.0,13.13,4066,One Year,0,Fiber Optic,19.0,0,1,66472,3,0,0,0,49,918.7,0.0,643.37,1562.07,0,0
54,12.0,39.42,5247,Month-to-Month,1,Fiber Optic,99.45,1,1,28434,3,1,1,0,59,5623.7,30.0,2325.78,7979.48,0,0
77,10.0,3.27,4578,One Year,1,Fiber Optic,116.25,1,1,3524,3,1,0,1,66,7862.25,0.0,215.82,8078.07,1,0
56,13.0,12.35,5225,Month-to-Month,1,Fiber Optic,80.1,0,1,58198,3,0,0,1,5,398.55,0.0,61.75,460.3,1,0
50,13.0,45.97,5283,One Year,1,DSL,69.0,1,1,2606,3,0,0,1,35,2441.7,0.0,1608.95,4050.65,1,0
57,29.0,7.47,5071,One Year,1,DSL,78.45,1,1,31180,5,1,1,0,68,5333.35,0.0,507.96,5841.31,1,0
69,12.0,16.22,2984,Month-to-Month,1,Fiber Optic,104.75,1,1,124,1,1,0,1,42,4323.45,0.0,681.24,5004.69,1,1
29,69.0,41.82,5713,One Year,1,Fiber Optic,111.8,1,1,32718,3,1,1,1,53,5809.75,0.0,2216.46,8026.21,1,0
76,17.0,7.72,3253,One Year,1,DSL,74.85,0,1,23559,5,1,1,1,44,3268.05,0.0,339.68,3589.82,1,0
22,59.0,38.52,5570,Month-to-Month,1,Fiber Optic,104.4,1,1,38128,1,1,1,1,21,2200.25,0.0,808.92,3009.17,1,1
48,22.0,23.67,4610,Two Year,1,Fiber Optic,113.15,1,1,32511,1,1,1,1,68,7856.0,0.0,1609.56,9465.56,1,1
78,24.0,46.77,4074,Two Year,1,DSL,67.45,1,1,25751,3,0,0,0,47,3252.0,0.0,2198.19,5450.19,1,0
51,10.0,14.54,3723,Month-to-Month,1,Fiber Optic,106.35,1,1,25923,4,1,1,1,47,4849.1,0.0,683.38,5532.48,1,0
35,6.0,32.31,4437,Month-to-Month,1,Fiber Optic,84.95,0,1,7465,1,0,0,1,8,668.4,0.0,258.48,926.88,1,1
41,23.0,42.92,3486,Month-to-Month,1,Fiber Optic,100.55,0,1,9763,2,1,1,1,44,4398.15,0.0,1888.48,6286.63,1,1
64,29.0,4.71,4374,Two Year,1,DSL,64.05,0,1,70011,4,0,0,0,71,4492.9,0.0,334.41,4827.31,1,0
64,28.0,33.41,4278,Month-to-Month,1,Fiber Optic,82.3,0,1,615,1,0,0,0,1,82.3,0.0,33.41,115.71,1,1
59,18.0,39.68,4249,Month-to-Month,1,Fiber Optic,94.4,0,1,52334,1,1,1,0,4,387.2,0.0,158.72,545.92,1,1
39,53.0,9.0,5969,Month-to-Month,1,Cable,49.9,0,1,1766,3,0,0,0,1,49.9,0.0,9.0,58.9,1,0
69,2.0,15.85,5933,Two Year,1,Fiber Optic,110.8,1,1,340,5,1,0,1,72,7882.25,0.0,1141.2,9023.45,1,0
60,0.0,2.69,5949,Month-to-Month,0,Fiber Optic,19.95,0,1,1508,3,0,0,0,3,58.0,0.0,8.07,66.07,0,0
68,17.0,48.51,5881,Two Year,1,Cable,89.85,1,1,1255,3,1,0,1,72,6697.35,0.0,3492.72,10190.07,1,0
65,30.0,41.17,4103,Two Year,1,Fiber Optic,104.45,1,1,23141,3,1,1,1,46,4863.85,0.0,1893.82,6720.89,1,0
47,6.0,3.26,2074,One Year,1,DSL,59.45,0,1,408,4,0,0,1,26,1507.0,0.0,84.76,1591.76,1,0
25,76.0,48.98,6407,Two Year,1,Cable,59.9,1,1,41175,3,0,0,0,58,3505.1,0.0,2840.84,6345.94,1,0
30,30.0,28.58,5007,Two Year,1,Cable,90.55,1,1,17721,4,1,1,1,71,6404.0,0.0,2029.18,8433.18,1,0
25,0.0,24.57,2347,Two Year,0,Fiber Optic,19.9,0,1,17554,4,0,0,0,4,76.65,0.0,98.28,174.93,0,0
50,20.0,33.66,4294,Month-to-Month,1,Fiber Optic,83.85,1,1,722,4,1,1,0,40,3532.25,0.0,1346.4,4878.65,1,0
68,25.0,41.83,2516,Month-to-Month,1,Fiber Optic,83.15,1,1,29310,3,0,0,1,5,446.05,0.0,209.15,655.2,1,1
54,17.0,1.31,4545,Two Year,1,Fiber Optic,99.0,0,1,41707,4,1,1,1,42,4135.0,0.0,55.02,4190.02,1,0
34,21.0,3.95,4741,One Year,1,Fiber Optic,95.0,1,1,5221,5,0,0,1,38,3605.6,0.0,150.1,3755.7,1,0
51,0.0,20.6,4368,Two Year,0,Fiber Optic,21.1,0,1,2762,5,0,0,0,24,490.65,0.0,494.4,985.05,0,0
62,15.0,37.11,2729,Month-to-Month,1,DSL,55.1,0,1,14239,3,0,0,0,22,1253.15,0.0,816.42,2069.57,1,0
51,15.0,3.0,4734,Month-to-Month,1,Fiber Optic,104.65,1,1,3745,3,1,1,1,24,2542.45,0.0,72.0,2614.45,1,1
56,0.0,27.62,3163,Two Year,0,Fiber Optic,20.85,0,1,408,4,0,0,0,13,272.35,0.0,359.06,631.41,0,0
69,21.0,4.14,6034,One Year,1,Fiber Optic,94.0,0,1,74025,4,1,1,1,51,4905.75,0.0,211.14,5116.89,1,0
61,26.0,37.83,3794,Month-to-Month,1,Cable,100.0,1,1,30580,1,1,1,1,16,1534.75,0.0,605.28,2140.03,1,1
47,20.0,10.36,2545,Month-to-Month,1,DSL,51.3,0,1,41067,4,0,0,0,8,411.6,0.0,82.88,479.46,1,0
41,19.0,0.0,4451,Two Year,1,DSL,46.0,0,0,30635,4,1,1,0,54,2424.05,90.0,0.0,2514.05,0,0
62,23.0,0.0,2469,Month-to-Month,1,Cable,44.8,0,0,30852,3,0,0,1,48,2104.55,0.0,0.0,2104.55,1,0
56,0.0,4.9,5707,Two Year,0,Fiber Optic,25.75,1,1,17979,5,0,0,0,65,1654.75,0.0,318.5,1931.51,0,0
63,0.0,13.08,4496,Month-to-Month,0,Fiber Optic,20.2,0,1,8660,5,0,0,0,1,20.2,0.0,13.08,33.28,0,0
34,3.0,32.92,2502,Month-to-Month,1,Fiber Optic,80.25,0,1,1278,2,0,0,1,1,80.25,0.0,32.92,113.17,1,1
31,0.0,4.72,4260,Two Year,0,Fiber Optic,19.8,0,1,46171,3,0,0,0,67,1311.3,0.0,316.24,1627.54,0,0
35,25.0,0.0,5748,Two Year,1,Cable,56.75,0,0,68701,3,1,1,1,66,3708.4,0.0,0.0,3708.4,1,0
57,9.0,4.5,5229,Two Year,1,DSL,62.8,1,1,1072,3,0,0,0,37,2278.75,0.0,166.5,2428.28,1,0
20,52.0,4.76,4633,Two Year,1,DSL,76.9,0,1,17721,3,0,0,1,71,5522.7,0.0,337.96,5860.66,1,0
63,28.0,27.7,5855,Two Year,1,Fiber Optic,109.65,1,1,7071,1,1,1,1,50,5551.15,0.0,1385.0,6936.15,1,1
51,24.0,33.37,5935,One Year,1,Fiber Optic,107.2,1,1,21496,4,1,1,0,69,7317.1,0.0,2302.53,9619.63,1,0
44,24.0,45.7,5011,Month-to-Month,1,Fiber Optic,105.55,1,1,32685,1,1,1,1,61,6281.45,0.0,2787.7,9069.15,1,1
53,9.0,0.0,2548,Month-to-Month,1,DSL,35.25,0,0,8521,2,1,1,0,1,35.25,0.0,0.0,35.25,1,1
47,0.0,6.86,2195,One Year,0,Fiber Optic,19.95,0,1,30540,4,0,0,0,4,68.2,0.0,27.44,95.64,0,0
63,19.0,21.72,3409,Month-to-Month,1,Fiber Optic,85.45,1,1,56307,3,0,0,1,30,2509.95,120.0,651.6,3258.42,0,0
72,28.0,16.36,2415,One Year,1,Fiber Optic,89.15,0,1,47140,5,1,0,1,7,574.35,0.0,114.52,688.87,1,0
57,0.0,37.9,3591,Month-to-Month,0,Fiber Optic,20.05,0,1,22499,4,0,0,0,15,284.3,0.0,568.5,852.8,0,0
42,29.0,11.79,2569,Month-to-Month,1,DSL,76.2,1,1,47107,5,0,0,1,13,981.45,0.0,153.27,1134.72,1,0
37,23.0,0.0,3314,One Year,1,Cable,35.35,0,0,55306,4,0,0,0,36,1317.95,0.0,0.0,1317.95,1,0
70,23.0,48.95,4684,Month-to-Month,1,Fiber Optic,74.2,1,1,36817,2,0,0,0,1,74.2,0.0,48.95,123.15,1,1
19,58.0,44.36,2833,Month-to-Month,1,DSL,54.9,0,1,21728,1,0,1,0,1,54.9,0.0,44.36,99.26,1,1
45,0.0,37.79,5987,Two Year,0,Fiber Optic,24.15,1,1,1005,4,0,0,0,68,1498.85,0.0,2569.72,4068.57,0,0
55,24.0,16.29,5657,Month-to-Month,1,Fiber Optic,74.1,1,1,17058,1,0,0,0,3,228.0,0.0,48.87,276.87,1,1
51,10.0,0.0,4359,Month-to-Month,1,DSL,48.75,0,0,494,2,1,1,1,9,442.2,10.0,0.0,452.2,0,1
53,25.0,17.07,4954,One Year,1,DSL,53.85,1,1,10159,4,0,0,0,64,3399.85,0.0,1092.48,4492.33,1,0
41,2.0,0.0,4452,Month-to-Month,1,Cable,34.85,0,0,36669,4,0,0,0,36,1267.2,0.0,0.0,1267.2,1,0
77,5.0,14.52,2728,Month-to-Month,1,Fiber Optic,110.75,1,1,31727,2,1,0,1,43,4687.9,0.0,624.36,5312.26,1,1
49,17.0,19.8,3378,One Year,1,Cable,67.5,0,1,46171,1,0,0,1,22,1544.05,0.0,435.6,1979.65,1,1
32,0.0,15.02,5411,Two Year,0,Fiber Optic,19.75,0,1,24977,4,0,0,0,61,1124.2,0.0,916.22,2040.42,0,0
21,42.0,29.74,5269,Month-to-Month,1,Fiber Optic,82.75,1,1,21728,4,0,0,0,5,417.75,0.0,148.7,566.45,1,0
54,20.0,46.91,5886,Month-to-Month,1,Fiber Optic,93.0,1,1,59195,5,1,1,1,24,2248.05,40.0,1125.84,3413.89,0,0
45,16.0,19.39,5274,Month-to-Month,1,DSL,50.9,0,1,15508,3,0,0,0,45,2298.55,0.0,872.55,3171.1,1,0
39,4.0,22.34,5167,Month-to-Month,1,Fiber Optic,81.55,0,1,373,3,0,0,0,55,4509.5,0.0,1228.7,5738.2,1,0
69,3.0,47.06,4374,One Year,1,Fiber Optic,73.85,0,1,4829,5,0,0,0,44,3122.4,100.0,2070.64,5293.04,0,0
20,51.0,10.05,4063,Month-to-Month,1,Fiber Optic,70.25,0,1,73686,4,0,0,0,1,70.25,10.0,10.05,90.3,0,0
21,52.0,6.19,2565,Month-to-Month,1,Fiber Optic,73.6,0,1,34902,1,0,1,0,1,73.6,0.0,6.19,79.79,1,1
42,27.0,40.86,4937,Two Year,1,Fiber Optic,115.85,1,1,309,3,1,1,1,56,6567.9,0.0,2288.16,8856.06,1,0
46,24.0,26.44,5667,Month-to-Month,1,Fiber Optic,69.75,0,1,384,1,0,0,0,2,144.55,0.0,52.88,197.43,1,1
61,20.0,28.55,2748,Month-to-Month,1,Cable,74.55,1,1,87,3,0,0,1,41,3023.55,0.0,1170.55,4194.1,1,0
57,0.0,44.88,3838,Month-to-Month,0,Fiber Optic,19.7,0,1,52895,4,0,0,0,11,216.2,0.0,493.68,709.88,0,0
19,0.0,40.28,4394,Month-to-Month,0,Fiber Optic,20.05,0,1,62634,5,0,0,0,2,42.7,0.0,80.56,123.26,0,0
48,0.0,8.53,5092,Two Year,0,Fiber Optic,19.95,0,1,2318,3,0,0,0,72,1322.85,0.0,614.16,1937.01,0,0
65,22.0,47.99,4977,Month-to-Month,1,Fiber Optic,83.4,1,1,19034,3,0,0,0,50,4113.7,0.0,2399.5,6513.2,1,0
22,69.0,40.49,6398,One Year,1,Fiber Optic,102.45,0,1,59259,3,1,1,1,64,6654.1,0.0,2591.36,9245.46,1,0
37,10.0,45.95,4280,Two Year,1,Cable,81.0,0,1,88,4,1,1,1,46,3846.35,0.0,2113.7,5960.05,1,0
46,0.0,2.76,5227,Month-to-Month,0,Fiber Optic,19.35,0,1,6848,5,0,0,0,29,601.6,0.0,80.04,681.64,0,0
54,22.0,2.83,3819,Month-to-Month,1,Fiber Optic,93.4,1,1,23971,3,0,0,1,40,3756.4,0.0,113.2,3865.42,1,0
34,21.0,0.0,5409,Month-to-Month,1,Cable,34.0,0,0,392,3,0,0,0,43,1505.35,0.0,0.0,1456.13,1,0
19,26.0,38.65,5457,Month-to-Month,1,DSL,44.4,0,1,69974,4,0,0,0,9,348.15,0.0,347.85,696.0,1,0
62,0.0,42.36,5733,Two Year,0,Fiber Optic,20.25,0,1,29245,4,0,0,0,72,1566.9,0.0,3049.92,4616.82,0,0
71,19.0,8.38,4478,Month-to-Month,1,DSL,49.25,0,1,929,3,0,0,0,1,49.25,0.0,8.38,57.63,1,1
26,39.0,30.73,5225,Month-to-Month,1,Fiber Optic,68.95,0,1,40917,1,0,1,0,2,119.75,0.0,61.46,181.21,1,1
63,26.0,0.0,2519,Two Year,1,DSL,40.4,0,0,11889,3,0,0,0,46,1842.7,80.0,0.0,1922.7,0,0
52,0.0,3.14,4152,Month-to-Month,0,Fiber Optic,19.4,0,1,3635,2,0,0,0,1,19.4,0.0,3.14,22.54,0,1
29,41.0,33.89,2856,Month-to-Month,1,Fiber Optic,80.55,0,1,29687,3,1,1,0,2,184.1,0.0,67.78,251.88,1,1
25,46.0,16.05,4592,Two Year,1,Cable,83.7,0,1,3588,3,1,1,1,72,6096.9,0.0,1155.6,7252.5,1,0
21,30.0,41.94,3515,One Year,1,Fiber Optic,99.95,0,1,56100,3,1,1,1,23,2292.75,0.0,964.62,3257.37,1,0
23,52.0,32.5,2989,One Year,1,DSL,68.7,1,1,27311,3,0,0,1,20,1416.2,0.0,650.0,2066.2,1,0
25,59.0,0.0,4003,One Year,1,DSL,46.4,0,0,417,5,0,0,1,18,812.4,0.0,0.0,812.4,1,0
60,30.0,21.71,4469,Two Year,1,Fiber Optic,111.3,1,1,18058,3,1,1,1,67,7567.2,0.0,1454.57,8985.11,1,0
48,57.0,15.71,6291,Two Year,1,DSL,90.3,1,1,13106,3,1,1,1,71,6287.3,100.0,1115.41,7502.71,0,0
65,0.0,49.94,4934,Two Year,0,Fiber Optic,20.05,0,1,11509,5,0,0,0,67,1263.05,0.0,3345.98,4565.37,0,0
29,59.0,38.78,2754,Month-to-Month,1,Fiber Optic,106.65,1,1,174,3,0,0,1,17,1672.1,0.0,659.26,2331.36,1,0
36,57.0,9.05,3274,One Year,1,Fiber Optic,100.05,0,1,1509,4,1,1,1,22,2090.25,0.0,199.1,2289.35,1,0
30,0.0,3.51,4442,Two Year,0,Fiber Optic,19.85,0,1,23742,5,0,0,0,70,1433.8,0.0,245.7,1634.03,0,0
27,0.0,9.19,5728,Month-to-Month,0,Fiber Optic,20.05,0,1,72,5,0,0,0,14,299.3,0.0,128.66,427.96,0,0
28,41.0,45.14,2455,Month-to-Month,1,Fiber Optic,85.3,1,1,19815,2,0,1,0,35,2917.5,130.0,1579.9,4603.51,0,1
59,28.0,32.15,5516,Two Year,1,Fiber Optic,108.75,1,1,23394,1,1,1,1,67,7156.2,0.0,2154.05,9310.25,1,1
42,26.0,32.29,4778,One Year,1,Fiber Optic,94.0,1,1,27822,3,1,1,1,62,5757.2,0.0,2001.98,7759.18,1,0
58,22.0,38.09,4910,Month-to-Month,1,Fiber Optic,88.8,0,1,31556,2,1,1,1,26,2274.35,50.0,990.34,3314.69,0,1
32,58.0,0.0,2715,One Year,1,Cable,39.95,0,0,9657,4,0,0,1,26,1023.75,0.0,0.0,1023.75,1,0
45,0.0,11.04,5279,One Year,0,Fiber Optic,19.8,0,1,47487,4,0,0,0,12,202.25,0.0,132.48,334.73,0,0
53,52.0,0.0,2635,Month-to-Month,1,DSL,24.4,0,0,43161,3,0,0,0,2,36.55,0.0,0.0,36.55,1,1
65,20.0,36.58,3645,Month-to-Month,1,Fiber Optic,85.5,0,1,37417,3,1,1,0,47,4042.3,50.0,1719.26,5811.56,0,1
52,17.0,27.87,4318,Two Year,1,Fiber Optic,69.05,0,1,3284,3,0,0,0,55,3842.6,0.0,1532.85,5375.45,1,0
71,4.0,12.67,4735,Two Year,1,Fiber Optic,97.05,1,1,61,3,0,0,1,45,4385.05,0.0,570.15,4955.2,1,0
77,2.0,18.14,5187,Month-to-Month,1,Fiber Optic,103.5,1,1,131,4,1,1,1,63,6479.4,0.0,1142.82,7622.22,1,0
32,17.0,19.07,5874,Month-to-Month,1,Fiber Optic,86.45,1,1,28201,1,0,0,1,35,3029.1,0.0,667.45,3696.55,1,1
27,59.0,36.08,5542,One Year,1,Fiber Optic,93.65,1,1,24169,3,0,0,1,49,4520.15,0.0,1767.92,6254.94,1,0
35,27.0,11.58,3238,Month-to-Month,1,Fiber Optic,81.1,0,1,51213,2,0,0,1,7,576.65,0.0,81.06,657.71,1,1
34,10.0,30.77,5076,Two Year,1,Fiber Optic,90.45,1,1,53204,5,0,0,1,57,5229.8,70.0,1753.89,7053.69,0,0
59,8.0,0.0,4051,One Year,1,DSL,43.7,0,0,1586,4,0,0,0,61,2696.55,0.0,0.0,2696.55,1,0
74,13.0,5.73,2422,Two Year,1,DSL,59.1,0,1,47143,3,1,0,0,18,1011.05,0.0,103.14,1083.14,1,0
80,11.0,26.62,5900,Month-to-Month,1,DSL,44.95,0,1,10153,2,0,0,0,2,85.15,0.0,53.24,138.39,1,1
52,14.0,0.0,5091,One Year,1,DSL,50.75,0,0,2296,5,1,1,1,15,688.2,0.0,0.0,655.65,1,0
25,30.0,21.37,5133,Two Year,1,DSL,61.15,0,1,2144,3,0,0,0,66,4017.45,0.0,1410.42,5427.87,1,0
33,15.0,13.27,5978,Two Year,1,DSL,76.45,1,1,30742,4,0,0,1,59,4519.5,0.0,782.93,5272.21,1,0
73,3.0,2.12,3318,One Year,1,Fiber Optic,100.8,1,1,1587,5,1,0,1,35,3437.5,0.0,74.2,3511.7,1,0
58,16.0,33.37,6009,Two Year,1,Fiber Optic,117.5,1,1,425,4,1,1,1,72,8670.1,0.0,2402.64,11025.19,1,0
65,3.0,27.49,4981,Month-to-Month,1,Fiber Optic,89.8,1,1,15508,3,1,1,0,62,5629.55,0.0,1704.38,7333.93,1,0
71,19.0,20.83,2074,Month-to-Month,1,Fiber Optic,99.05,1,1,138,1,1,0,1,35,3395.8,120.0,729.05,4244.85,0,1
54,10.0,24.17,3351,Month-to-Month,1,Fiber Optic,68.6,0,1,6096,4,0,0,0,15,1108.6,90.0,362.55,1561.15,0,0
45,0.0,26.25,5755,Two Year,0,Fiber Optic,20.1,0,1,36669,5,0,0,0,54,1079.45,0.0,1417.5,2496.95,0,0
19,53.0,33.24,2547,Month-to-Month,1,DSL,50.3,0,1,42459,3,0,0,0,7,355.1,0.0,232.68,587.78,1,0
33,17.0,7.42,5899,One Year,1,DSL,53.8,0,1,8217,5,0,0,0,11,651.55,0.0,81.62,733.17,1,0
70,27.0,22.0,4951,Two Year,1,Fiber Optic,99.2,0,1,632,4,1,1,1,71,7213.75,0.0,1562.0,8775.75,1,0
39,29.0,44.55,5004,Two Year,1,DSL,89.4,1,1,15508,3,1,1,1,63,5597.65,0.0,2806.65,8404.3,1,0
60,0.0,36.5,3378,Two Year,0,Fiber Optic,25.7,1,1,46677,4,0,0,0,33,826.1,0.0,1204.5,2030.6,0,0
46,0.0,24.7,5248,Two Year,0,Fiber Optic,19.35,0,1,5597,3,0,0,0,55,1153.25,0.0,1358.5,2511.75,0,0
34,0.0,29.55,5535,Two Year,0,Fiber Optic,24.55,1,1,23990,3,0,0,0,52,1331.05,0.0,1536.6,2867.65,0,0
68,9.0,0.0,4118,Month-to-Month,1,DSL,45.3,0,0,33528,4,1,0,1,13,528.45,0.0,0.0,528.45,1,0
49,6.0,18.34,5764,Month-to-Month,1,Fiber Optic,94.4,0,1,13706,3,1,1,1,1,94.4,0.0,18.34,112.74,1,1
21,26.0,16.66,4252,One Year,1,Fiber Optic,97.65,1,1,38427,4,1,1,1,70,6982.5,80.0,1166.2,8228.7,0,0
66,22.0,24.95,4267,Two Year,1,Fiber Optic,81.5,0,1,46858,4,0,0,1,2,162.55,0.0,49.9,212.45,1,0
48,0.0,39.87,3195,Month-to-Month,0,Fiber Optic,19.6,0,1,1839,5,0,0,0,15,299.4,0.0,598.05,897.45,0,0
55,19.0,49.52,5957,Two Year,1,Fiber Optic,111.3,1,1,30211,3,1,1,1,71,7985.9,0.0,3515.92,11501.82,1,0
69,23.0,25.23,5596,Month-to-Month,1,DSL,70.35,1,1,8695,3,0,0,1,50,3454.6,100.0,1261.5,4816.1,0,0
46,2.0,16.14,3280,Month-to-Month,1,Fiber Optic,79.85,0,1,1554,2,0,0,0,2,152.45,0.0,32.28,184.73,1,1
32,16.0,11.04,2916,Month-to-Month,1,Fiber Optic,81.45,0,1,18999,3,0,0,1,12,912.0,0.0,132.48,1044.48,1,0
59,28.0,9.27,5841,Month-to-Month,1,Fiber Optic,75.2,1,1,1417,5,0,0,0,9,633.85,0.0,83.43,717.28,1,0
55,24.0,27.17,4980,Month-to-Month,1,Fiber Optic,89.8,0,1,1373,3,0,0,1,54,4667.0,0.0,1467.18,6134.18,1,0
51,22.0,22.83,5441,Two Year,1,Cable,65.65,1,1,24944,3,0,0,0,67,4322.85,0.0,1529.61,5852.46,1,0
39,17.0,33.71,5437,One Year,1,Fiber Optic,70.45,0,1,301,3,0,0,0,38,2597.6,0.0,1280.98,3878.58,1,1
27,53.0,7.29,4689,Two Year,1,Fiber Optic,79.05,1,1,471,3,0,0,0,72,5730.7,80.0,524.88,6335.58,0,0
76,8.0,45.67,3906,One Year,1,Fiber Optic,110.85,1,1,54548,4,1,0,1,28,3204.4,0.0,1278.76,4483.16,1,0
65,4.0,44.86,3207,Month-to-Month,1,Fiber Optic,79.2,0,1,72893,1,0,0,0,40,3233.85,0.0,1794.4,5028.25,1,1
38,0.0,26.99,3958,One Year,0,Fiber Optic,19.75,0,1,19034,3,0,0,0,14,309.35,0.0,377.86,680.72,0,0
20,48.0,14.53,2590,Month-to-Month,1,Cable,73.65,1,1,1107,5,1,1,1,23,1642.75,0.0,334.19,1976.94,1,0
35,18.0,1.09,4501,Month-to-Month,1,Fiber Optic,98.5,1,1,6317,2,1,1,1,10,1037.75,0.0,10.9,1048.65,1,1
51,29.0,7.26,5882,Month-to-Month,1,Fiber Optic,74.8,0,1,5726,1,0,0,0,4,321.9,0.0,29.04,350.94,1,1
44,19.0,26.28,5823,One Year,1,Fiber Optic,90.45,1,1,3146,3,1,1,0,28,2509.25,0.0,735.84,3245.09,1,0
28,59.0,18.03,5730,Month-to-Month,1,Cable,60.4,0,1,14546,1,0,0,0,4,272.15,0.0,72.12,344.27,1,1
21,51.0,27.27,4265,Month-to-Month,1,DSL,65.7,0,1,207,1,1,1,1,2,134.35,0.0,54.54,188.89,1,1
47,24.0,18.7,5701,Month-to-Month,1,Fiber Optic,81.0,1,1,3535,2,0,0,0,23,1917.1,0.0,430.1,2347.2,1,1
44,11.0,30.09,4471,One Year,1,Fiber Optic,106.1,0,1,13840,3,1,1,1,53,5769.75,0.0,1594.77,7364.52,1,1
40,27.0,0.0,2555,Month-to-Month,1,DSL,34.3,0,0,11702,5,0,0,0,29,1004.75,0.0,0.0,1004.75,1,0
50,29.0,42.22,2036,Month-to-Month,1,Fiber Optic,86.5,1,1,24443,3,1,1,0,21,1808.7,0.0,886.62,2695.32,1,1
28,59.0,19.17,4929,Month-to-Month,1,Cable,52.1,0,1,26022,3,0,1,0,13,670.65,0.0,249.21,919.86,1,0
69,23.0,23.33,5692,Month-to-Month,1,Fiber Optic,90.85,1,1,3749,1,0,0,1,36,3186.7,0.0,839.88,4026.58,1,1
29,0.0,16.2,2750,One Year,0,Fiber Optic,19.9,0,1,1554,3,0,0,0,7,173.15,0.0,113.4,286.55,0,0
29,53.0,2.49,2319,One Year,1,DSL,85.1,1,1,20046,3,1,1,1,43,3662.25,30.0,107.07,3799.32,0,0
45,17.0,20.23,5797,Month-to-Month,1,Fiber Optic,100.25,1,1,722,1,1,1,1,1,100.25,0.0,20.23,120.48,1,1
39,24.0,36.21,5589,One Year,1,DSL,69.35,1,1,23362,3,0,0,0,67,4653.25,0.0,2426.07,7069.33,1,0
69,23.0,5.99,4584,Month-to-Month,1,Fiber Optic,85.0,1,1,63136,1,1,1,0,32,2642.05,0.0,191.68,2784.16,1,1
36,30.0,0.0,5691,One Year,1,DSL,40.9,0,0,191,3,0,0,1,35,1383.6,0.0,0.0,1383.6,1,0
44,19.0,44.1,6433,Month-to-Month,1,DSL,66.8,1,1,228,5,0,0,1,58,3970.4,0.0,2557.8,6528.2,1,0
19,59.0,15.76,4262,One Year,1,Fiber Optic,94.95,1,1,31392,4,0,1,1,62,5791.85,0.0,977.12,6768.97,1,0
27,0.0,35.33,6232,Two Year,0,Fiber Optic,24.75,1,1,58639,3,0,0,0,72,1769.6,0.0,2543.76,4313.36,0,0
31,15.0,15.48,4607,Month-to-Month,1,Cable,55.7,0,1,38902,3,0,0,0,57,3171.6,0.0,882.36,4019.37,1,0
